image_id,filename,image_path,model,prompt_version,label,confidence,brief_reason,status,error,input_tokens,output_tokens,total_tokens,duration_seconds,processed_at_utc,raw_output
17-3,17-3.jpg,images/17-3.jpg,gpt-5.6,v2,Respect / Authority,58,"An older woman gestures seriously while addressing a younger person, visually suggesting guidance, correction, or a discussion of rules and expectations. The scene is ambiguous because it could simply be an ordinary or caring conversation; no explicit disrespect, punishment, or wrongdoing is visible.",success,,2257,217,2474,8.605,2026-08-18T13:46:43.371499+00:00,"{""label"":""Respect / Authority"",""confidence"":58,""brief_reason"":""An older woman gestures seriously while addressing a younger person, visually suggesting guidance, correction, or a discussion of rules and expectations. The scene is ambiguous because it could simply be an ordinary or caring conversation; no explicit disrespect, punishment, or wrongdoing is visible.""}"
17-4,17-4.jpg,images/17-4.jpg,gpt-5.6,v2,Care,84,"An adult appears to be speaking attentively to a guarded or distressed-looking young person who is clutching a pillow, suggesting concern for the young person’s emotional well-being. The exact nature of the conversation is unclear, but there is no visible injury, violence, or explicit coercion to make Harm or Respect / Authority primary.",success,,2204,138,2342,6.558,2026-08-18T13:46:50.433867+00:00,"{""label"":""Care"",""confidence"":84,""brief_reason"":""An adult appears to be speaking attentively to a guarded or distressed-looking young person who is clutching a pillow, suggesting concern for the young person’s emotional well-being. The exact nature of the conversation is unclear, but there is no visible injury, violence, or explicit coercion to make Harm or Respect / Authority primary.""}"
18-1,18-1.jpg,images/18-1.jpg,gpt-5.6,v2,Loyalty,84,"The scene prominently depicts residents collectively tending a shared garden, harvesting food, and eating together beneath a sign reading “The People’s Harvest—Cultivate Community,” emphasizing communal solidarity and commitment. Care is also plausible because the work supports people’s well-being, but the dominant visual message is collective belonging and cooperation.",success,,2460,172,2632,4.814,2026-08-18T13:46:55.753519+00:00,"{""label"":""Loyalty"",""confidence"":84,""brief_reason"":""The scene prominently depicts residents collectively tending a shared garden, harvesting food, and eating together beneath a sign reading “The People’s Harvest—Cultivate Community,” emphasizing communal solidarity and commitment. Care is also plausible because the work supports people’s well-being, but the dominant visual message is collective belonging and cooperation.""}"
18-2,18-2.jpg,images/18-2.jpg,gpt-5.6,v2,Sanctity,62,"The solemn gathering around a central display, with several people holding candles and standing in a ceremonial circle, visually suggests reverence or commemoration. The display’s subject and banner text are unclear, so it may instead be a non-moral civic or technological event; no explicit sacred symbol is visible.",success,,2460,195,2655,36.79,2026-08-18T13:47:33.046035+00:00,"{""label"":""Sanctity"",""confidence"":62,""brief_reason"":""The solemn gathering around a central display, with several people holding candles and standing in a ceremonial circle, visually suggests reverence or commemoration. The display’s subject and banner text are unclear, so it may instead be a non-moral civic or technological event; no explicit sacred symbol is visible.""}"
18-3,18-3.jpg,images/18-3.jpg,gpt-5.6,v2,Respect / Authority,82,"An orderly ceremonial procession gathers beneath monumental institutional architecture, banners, and a prominent statue, while the inscription “THE OLD WAYS” visibly emphasizes tradition and established order. Sanctity is also plausible because of the religious-looking domes, crosses, and ritual atmosphere, but reverence for authority and tradition appears dominant.",success,,2460,159,2619,15.387,2026-08-18T13:47:48.943791+00:00,"{""label"":""Respect / Authority"",""confidence"":82,""brief_reason"":""An orderly ceremonial procession gathers beneath monumental institutional architecture, banners, and a prominent statue, while the inscription “THE OLD WAYS” visibly emphasizes tradition and established order. Sanctity is also plausible because of the religious-looking domes, crosses, and ritual atmosphere, but reverence for authority and tradition appears dominant.""}"
18-4,18-4.jpg,images/18-4.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,94,"The image depicts a peaceful futuristic city with crowds, advanced displays, drones, and greenery, but no clear helping, suffering, injustice, rule violation, loyalty conflict, authority issue, or sacred/degrading act. Its utopian atmosphere could loosely suggest social well-being, but that is insufficient to establish a specific moral concern.",success,,2460,134,2594,9.334,2026-08-18T13:47:58.783301+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":94,""brief_reason"":""The image depicts a peaceful futuristic city with crowds, advanced displays, drones, and greenery, but no clear helping, suffering, injustice, rule violation, loyalty conflict, authority issue, or sacred/degrading act. Its utopian atmosphere could loosely suggest social well-being, but that is insufficient to establish a specific moral concern.""}"
19-1,19-1.jpg,images/19-1.jpg,gpt-5.6,v2,Care,96,"A child is visibly hugging and kissing a smiling adult, clearly conveying affection, warmth, and emotional care. Loyalty could be loosely associated with their closeness, but no specific group allegiance is shown, so Care is primary.",success,,1278,108,1386,3.988,2026-08-18T13:48:03.279125+00:00,"{""label"":""Care"",""confidence"":96,""brief_reason"":""A child is visibly hugging and kissing a smiling adult, clearly conveying affection, warmth, and emotional care. Loyalty could be loosely associated with their closeness, but no specific group allegiance is shown, so Care is primary.""}"
19-2,19-2.jpg,images/19-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,99,The image shows a smiling businesswoman holding a tablet in an office-like setting. No visible action or condition clearly conveys a moral concern.,success,,1302,59,1361,3.563,2026-08-18T13:48:07.349303+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":99,""brief_reason"":""The image shows a smiling businesswoman holding a tablet in an office-like setting. No visible action or condition clearly conveys a moral concern.""}"
20-1,20-1.jpg,images/20-1.jpg,gpt-5.6,v2,Care,79,"A medical professional appears concerned while reviewing information beside a covered hospital bed, as distressed people watch through a window. The scene primarily emphasizes a patient's vulnerability and the need for medical care. Harm is plausible because distress may indicate a serious condition, but no injury or violence is visibly shown.",success,,2100,160,2260,22.571,2026-08-18T13:48:30.426880+00:00,"{""label"":""Care"",""confidence"":79,""brief_reason"":""A medical professional appears concerned while reviewing information beside a covered hospital bed, as distressed people watch through a window. The scene primarily emphasizes a patient's vulnerability and the need for medical care. Harm is plausible because distress may indicate a serious condition, but no injury or violence is visibly shown.""}"
20-2,20-2.jpg,images/20-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,78,"A person in a lab coat holds a syringe amid laboratory glassware while covering his mouth, suggesting concern or surprise during an experiment. No visible injury, victim, misconduct, or other clear moral violation is shown; Harm is conceivable from the ominous setup but would require unsupported assumptions.",success,,2100,163,2263,15.919,2026-08-18T13:48:46.854111+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":78,""brief_reason"":""A person in a lab coat holds a syringe amid laboratory glassware while covering his mouth, suggesting concern or surprise during an experiment. No visible injury, victim, misconduct, or other clear moral violation is shown; Harm is conceivable from the ominous setup but would require unsupported assumptions.""}"
21-1,21-1.jpg,images/21-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows a businessperson viewing charts on a tablet beside a wall-mounted safe. No visible suffering, assistance, unfair conduct, defiance, betrayal, or other clear moral action is depicted; assigning a moral concern would require unsupported assumptions about the safe or financial data.",success,,2100,117,2217,5.69,2026-08-18T13:48:53.052840+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows a businessperson viewing charts on a tablet beside a wall-mounted safe. No visible suffering, assistance, unfair conduct, defiance, betrayal, or other clear moral action is depicted; assigning a moral concern would require unsupported assumptions about the safe or financial data.""}"
21-2,21-2.jpg,images/21-2.jpg,gpt-5.6,v2,Loyalty,92,"A diverse, multigenerational group shares a meal and raises glasses beneath a banner reading “TOGETHER WE THRIVE,” strongly conveying community solidarity and mutual belonging. Care is also plausible because the gathering appears warm and supportive, but collective unity is the dominant message.",success,,2100,133,2233,7.994,2026-08-18T13:49:01.551999+00:00,"{""label"":""Loyalty"",""confidence"":92,""brief_reason"":""A diverse, multigenerational group shares a meal and raises glasses beneath a banner reading “TOGETHER WE THRIVE,” strongly conveying community solidarity and mutual belonging. Care is also plausible because the gathering appears warm and supportive, but collective unity is the dominant message.""}"
22-1,22-1.png,images/22-1.png,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows a person studying or taking notes at a table surrounded by books in an academic setting. No visible harm, unfairness, rule violation, authority conflict, or other clear moral concern is conveyed.",success,,2430,73,2503,3.282,2026-09-06T14:58:24.344188+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows a person studying or taking notes at a table surrounded by books in an academic setting. No visible harm, unfairness, rule violation, authority conflict, or other clear moral concern is conveyed.""}"
22-2,22-2.jpg,images/22-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,91,"The image shows a cheerful group on a boat, with one person apparently jumping or posing above the bow. It primarily conveys recreation and celebration rather than a clear moral concern. Harm is somewhat plausible because the pose appears risky, but no injury, suffering, or harmful act is visibly established.",success,,2286,141,2427,5.089,2026-09-06T14:58:28.132447+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":91,""brief_reason"":""The image shows a cheerful group on a boat, with one person apparently jumping or posing above the bow. It primarily conveys recreation and celebration rather than a clear moral concern. Harm is somewhat plausible because the pose appears risky, but no injury, suffering, or harmful act is visibly established.""}"
23-1,23-1.jpg,images/23-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,84,"The image shows a healthcare professional in scrubs using a tablet at a desk, with no visible patient, suffering, assistance, conflict, or other morally salient action. Care is somewhat plausible from the medical context, but no actual caregiving or vulnerability is shown.",success,,1702,158,1860,7.497,2026-08-18T13:49:34.906138+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":84,""brief_reason"":""The image shows a healthcare professional in scrubs using a tablet at a desk, with no visible patient, suffering, assistance, conflict, or other morally salient action. Care is somewhat plausible from the medical context, but no actual caregiving or vulnerability is shown.""}"
23-2,23-2.jpg,images/23-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows ordinary recreational or media-production activities outdoors: one person cooking, another filming, and two people practicing yoga. No visible suffering, injustice, misconduct, authority conflict, or dignity violation conveys a clear moral concern.",success,,1742,96,1838,5.755,2026-08-18T13:49:41.169111+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows ordinary recreational or media-production activities outdoors: one person cooking, another filming, and two people practicing yoga. No visible suffering, injustice, misconduct, authority conflict, or dignity violation conveys a clear moral concern.""}"
24-1,24-1.jpg,images/24-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows people working at computers in a modern office, with charts on the walls and some cables and clutter on the floor. No clear helping, suffering, unfairness, misconduct, defiance, or dignity violation is visible; the clutter alone does not establish a moral concern.",success,,2218,135,2353,47.867,2026-08-18T13:50:29.541762+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows people working at computers in a modern office, with charts on the walls and some cables and clutter on the floor. No clear helping, suffering, unfairness, misconduct, defiance, or dignity violation is visible; the clutter alone does not establish a moral concern.""}"
24-2,24-2.jpg,images/24-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,94,"The image shows a group collaboratively working in a creative studio-like space, including painting a mural, arranging a backdrop, and carrying supplies. No clear harm, injustice, rule violation, or other primary moral concern is visible. Although the graffiti-style artwork could suggest subversion in another context, nothing here indicates that the painting is unauthorized or defiant.",success,,2218,184,2402,8.627,2026-08-18T13:50:38.677761+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":94,""brief_reason"":""The image shows a group collaboratively working in a creative studio-like space, including painting a mural, arranging a backdrop, and carrying supplies. No clear harm, injustice, rule violation, or other primary moral concern is visible. Although the graffiti-style artwork could suggest subversion in another context, nothing here indicates that the painting is unauthorized or defiant.""}"
24-3,24-3.jpg,images/24-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows people engaged in ordinary creative workspace activities—painting a mural, talking, working on a laptop, and carrying boxes. No clear suffering, aid, injustice, disloyalty, authority conflict, or dignity violation is visible; interpreting the scene as morally significant would require unsupported assumptions.",success,,2218,138,2356,13.456,2026-08-18T13:50:52.645889+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows people engaged in ordinary creative workspace activities—painting a mural, talking, working on a laptop, and carrying boxes. No clear suffering, aid, injustice, disloyalty, authority conflict, or dignity violation is visible; interpreting the scene as morally significant would require unsupported assumptions.""}"
25-1,25-1.jpg,images/25-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,78,"The image shows a formally dressed group walking together with serious expressions on a city street, but no clear helping, harm, injustice, defiance, or other moral action is visible. Their coordinated formation could suggest solidarity or Loyalty, yet their relationship and purpose cannot be established from the scene alone.",success,,2218,176,2394,7.982,2026-08-18T13:51:01.135426+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":78,""brief_reason"":""The image shows a formally dressed group walking together with serious expressions on a city street, but no clear helping, harm, injustice, defiance, or other moral action is visible. Their coordinated formation could suggest solidarity or Loyalty, yet their relationship and purpose cannot be established from the scene alone.""}"
25-2,25-2.jpg,images/25-2.jpg,gpt-5.6,v2,Fairness,82,"A large public march displays a rainbow flag while participants chant, raise fists, and carry signs, visually suggesting advocacy for equal rights and treatment. Subversion is also plausible because the scene is a protest, but no specific authority or rule is visibly being defied, so fairness is the stronger primary concern.",success,,2218,156,2374,24.464,2026-08-18T13:51:26.106262+00:00,"{""label"":""Fairness"",""confidence"":82,""brief_reason"":""A large public march displays a rainbow flag while participants chant, raise fists, and carry signs, visually suggesting advocacy for equal rights and treatment. Subversion is also plausible because the scene is a protest, but no specific authority or rule is visibly being defied, so fairness is the stronger primary concern.""}"
26-1,26-1.jpg,images/26-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows a lecturer teaching students with scientific diagrams about evolution, anatomy, and insects. No visible suffering, injustice, misconduct, defiance, or other clear moral concern is depicted; the classroom hierarchy alone does not make Respect / Authority the primary theme.",success,,2218,121,2339,7.557,2026-08-18T13:51:34.171482+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows a lecturer teaching students with scientific diagrams about evolution, anatomy, and insects. No visible suffering, injustice, misconduct, defiance, or other clear moral concern is depicted; the classroom hierarchy alone does not make Respect / Authority the primary theme.""}"
26-2,26-2.jpg,images/26-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,91,"The image shows a calm group discussion in a living room, with one person holding an open book. No visible suffering, wrongdoing, unequal treatment, defiance, or clearly sacred act establishes a primary moral concern; interpreting the book or gathering as religious would be uncertain.",success,,2218,126,2344,5.718,2026-08-18T13:51:40.395227+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":91,""brief_reason"":""The image shows a calm group discussion in a living room, with one person holding an open book. No visible suffering, wrongdoing, unequal treatment, defiance, or clearly sacred act establishes a primary moral concern; interpreting the book or gathering as religious would be uncertain.""}"
27-1,27-1.jpg,images/27-1.jpg,gpt-5.6,v2,Harm,89,"The image prominently shows a woman crying with a visibly distressed expression, conveying emotional suffering. The cause is not visible, so no specific harmful act can be inferred; Care is plausible due to her vulnerability, but the dominant visual emphasis is her distress itself.",success,,2218,133,2351,7.908,2026-08-18T13:51:48.807108+00:00,"{""label"":""Harm"",""confidence"":89,""brief_reason"":""The image prominently shows a woman crying with a visibly distressed expression, conveying emotional suffering. The cause is not visible, so no specific harmful act can be inferred; Care is plausible due to her vulnerability, but the dominant visual emphasis is her distress itself.""}"
27-2,27-2.jpg,images/27-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,94,"A smiling woman holds a small cake in a visibly damaged, abandoned building, but no helping, suffering, violence, unfairness, or other clear moral action is shown. The ruined setting could suggest prior harm, but its cause and moral significance are not visually established.",success,,2218,147,2365,15.073,2026-08-18T13:52:04.385118+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":94,""brief_reason"":""A smiling woman holds a small cake in a visibly damaged, abandoned building, but no helping, suffering, violence, unfairness, or other clear moral action is shown. The ruined setting could suggest prior harm, but its cause and moral significance are not visually established.""}"
28-1,28-1.jpg,images/28-1.jpg,gpt-5.6,v2,Care,68,"The woman appears visibly exhausted or stressed at a cluttered workstation, suggesting concern for her well-being and need for rest or support. The scene is somewhat ambiguous because it could depict ordinary work fatigue rather than a clearly moral situation, but no visible injury or harmful act makes Harm less fitting.",success,,2218,152,2370,6.673,2026-08-18T13:52:11.566620+00:00,"{""label"":""Care"",""confidence"":68,""brief_reason"":""The woman appears visibly exhausted or stressed at a cluttered workstation, suggesting concern for her well-being and need for rest or support. The scene is somewhat ambiguous because it could depict ordinary work fatigue rather than a clearly moral situation, but no visible injury or harmful act makes Harm less fitting.""}"
28-2,28-2.jpg,images/28-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows professionally dressed adults socializing at what appears to be a formal reception, with a woman holding a drink and speaking pleasantly to another person. No visible harm, vulnerability, unfairness, disloyalty, authority conflict, or dignity violation conveys a clear moral concern.",success,,2218,88,2306,29.503,2026-08-18T13:52:41.578082+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows professionally dressed adults socializing at what appears to be a formal reception, with a woman holding a drink and speaking pleasantly to another person. No visible harm, vulnerability, unfairness, disloyalty, authority conflict, or dignity violation conveys a clear moral concern.""}"
29-1,29-1.jpg,images/29-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows a person concentrating on shaping pottery in a workshop. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority conflict, or a sanctity-related concern; the serious expression alone is insufficient to establish a moral theme.",success,,2218,119,2337,6.794,2026-08-18T13:52:48.888778+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows a person concentrating on shaping pottery in a workshop. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority conflict, or a sanctity-related concern; the serious expression alone is insufficient to establish a moral theme.""}"
29-2,29-2.jpg,images/29-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,88,"A man in a busy city street is visibly pinching his nose and appears uncomfortable, but no source of distress, harmful action, or morally relevant interaction is shown. Care or Harm could be considered if illness or pollution were established, but that would require unsupported assumptions.",success,,2218,141,2359,7.165,2026-08-18T13:52:56.564699+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":88,""brief_reason"":""A man in a busy city street is visibly pinching his nose and appears uncomfortable, but no source of distress, harmful action, or morally relevant interaction is shown. Care or Harm could be considered if illness or pollution were established, but that would require unsupported assumptions.""}"
30-1,30-1.jpg,images/30-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows a woman calmly sketching or writing while working with pottery in an orderly studio. No visible suffering, aid, injustice, misconduct, authority conflict, or dignity-related violation conveys a clear moral concern.",success,,2218,74,2292,6.559,2026-08-18T13:53:03.633285+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows a woman calmly sketching or writing while working with pottery in an orderly studio. No visible suffering, aid, injustice, misconduct, authority conflict, or dignity-related violation conveys a clear moral concern.""}"
30-2,30-2.jpg,images/30-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,92,"The image shows people using smartphones in a futuristic, technology-filled environment with screens, drones, and vehicles. No visible suffering, assistance, unfair treatment, deception, defiance, or dignity violation establishes a clear moral concern; interpreting the technology as surveillance or exploitation would require unsupported assumptions.",success,,2218,123,2341,5.403,2026-08-18T13:53:09.545578+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":92,""brief_reason"":""The image shows people using smartphones in a futuristic, technology-filled environment with screens, drones, and vehicles. No visible suffering, assistance, unfair treatment, deception, defiance, or dignity violation establishes a clear moral concern; interpreting the technology as surveillance or exploitation would require unsupported assumptions.""}"
31-1,31-1.jpg,images/31-1.jpg,gpt-5.6,v2,Harm,72,"The visibly shattered walls, collapsed ceiling, exposed reinforcement, rubble, and ruined buildings outside convey severe physical destruction and an unsafe environment. No injured people or active violence are shown, so the source and human impact are uncertain; the Christmas decorations could also suggest resilience or care, but the surrounding devastation is the dominant moral concern.",success,,2218,158,2376,7.123,2026-08-18T13:53:17.174918+00:00,"{""label"":""Harm"",""confidence"":72,""brief_reason"":""The visibly shattered walls, collapsed ceiling, exposed reinforcement, rubble, and ruined buildings outside convey severe physical destruction and an unsafe environment. No injured people or active violence are shown, so the source and human impact are uncertain; the Christmas decorations could also suggest resilience or care, but the surrounding devastation is the dominant moral concern.""}"
31-2,31-2.jpg,images/31-2.jpg,gpt-5.6,v2,Care,65,"A child-oriented birthday table is set amid broken glass, litter, cracked ground, and deteriorated playground equipment, emphasizing the need for a safe, supportive environment for potentially vulnerable children. No person is visibly suffering, so Harm is less direct, and the absence of people makes the moral interpretation somewhat uncertain.",success,,2218,209,2427,9.114,2026-08-18T13:53:26.795303+00:00,"{""label"":""Care"",""confidence"":65,""brief_reason"":""A child-oriented birthday table is set amid broken glass, litter, cracked ground, and deteriorated playground equipment, emphasizing the need for a safe, supportive environment for potentially vulnerable children. No person is visibly suffering, so Harm is less direct, and the absence of people makes the moral interpretation somewhat uncertain.""}"
31-3,31-3.jpg,images/31-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,91,"The image shows an empty, dilapidated room decorated for a party, with balloons, confetti, a piano, and a rusty barrel. Although the decay and litter could suggest neglect or physical degradation, no person, harmful act, unfair treatment, or clear violation of dignity is visibly present, so the scene is not clearly moral in nature.",success,,2218,163,2381,7.771,2026-08-18T13:53:35.073850+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":91,""brief_reason"":""The image shows an empty, dilapidated room decorated for a party, with balloons, confetti, a piano, and a rusty barrel. Although the decay and litter could suggest neglect or physical degradation, no person, harmful act, unfair treatment, or clear violation of dignity is visibly present, so the scene is not clearly moral in nature.""}"
32-1,32-1.jpg,images/32-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows a laboratory worker wearing protective equipment and holding a flask of blue liquid in an orderly lab. No visible suffering, assistance, unfairness, rule violation, dignity violation, or other clear moral concern is depicted.",success,,2218,104,2322,9.989,2026-08-18T13:53:45.566725+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows a laboratory worker wearing protective equipment and holding a flask of blue liquid in an orderly lab. No visible suffering, assistance, unfairness, rule violation, dignity violation, or other clear moral concern is depicted.""}"
32-2,32-2.jpg,images/32-2.jpg,gpt-5.6,v2,Harm,93,"The scene prominently shows fires, heavy smoke, damaged buildings and vehicles, and people exposed to an actively dangerous urban environment. Although the central woman’s vulnerability could evoke Care, the dominant visual emphasis is widespread destruction and threat of physical harm.",success,,2218,121,2339,8.044,2026-08-18T13:53:54.119548+00:00,"{""label"":""Harm"",""confidence"":93,""brief_reason"":""The scene prominently shows fires, heavy smoke, damaged buildings and vehicles, and people exposed to an actively dangerous urban environment. Although the central woman’s vulnerability could evoke Care, the dominant visual emphasis is widespread destruction and threat of physical harm.""}"
32-3,32-3.jpg,images/32-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,91,"The image shows professionals working at monitoring consoles in what appears to be an air-traffic control setting. It conveys a neutral occupational scene without a visible moral action, conflict, suffering, unfairness, or violation; interpreting it as Respect / Authority would rely mainly on the institutional setting rather than a clearly depicted moral concern.",success,,2218,149,2367,6.132,2026-08-18T13:54:00.758148+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":91,""brief_reason"":""The image shows professionals working at monitoring consoles in what appears to be an air-traffic control setting. It conveys a neutral occupational scene without a visible moral action, conflict, suffering, unfairness, or violation; interpreting it as Respect / Authority would rely mainly on the institutional setting rather than a clearly depicted moral concern.""}"
33-1,33-1.jpg,images/33-1.jpg,gpt-5.6,v2,Care,76,"An exhausted-looking boxer sits with his head lowered while a nearby corner attendant holds water and a towel, visibly suggesting attention to his welfare and recovery. Harm is plausible because boxing involves physical impact, but no active violence or clear injury is shown, so the supportive context is more prominent.",success,,2218,152,2370,6.611,2026-08-18T13:54:07.875728+00:00,"{""label"":""Care"",""confidence"":76,""brief_reason"":""An exhausted-looking boxer sits with his head lowered while a nearby corner attendant holds water and a towel, visibly suggesting attention to his welfare and recovery. Harm is plausible because boxing involves physical impact, but no active violence or clear injury is shown, so the supportive context is more prominent.""}"
33-2,33-2.jpg,images/33-2.jpg,gpt-5.6,v2,Care,88,"A weary, visibly battered boxer sits in a locker room while another man rests a reassuring hand on his shoulder, conveying support and concern for his well-being. Harm is also plausible because of the boxer’s injuries and exhaustion, but no violence is occurring; the supportive gesture is the scene’s dominant moral cue.",success,,2218,132,2350,33.298,2026-08-18T13:54:41.681615+00:00,"{""label"":""Care"",""confidence"":88,""brief_reason"":""A weary, visibly battered boxer sits in a locker room while another man rests a reassuring hand on his shoulder, conveying support and concern for his well-being. Harm is also plausible because of the boxer’s injuries and exhaustion, but no violence is occurring; the supportive gesture is the scene’s dominant moral cue.""}"
33-3,33-3.jpg,images/33-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,88,"A man sits alone on a couch holding a telephone receiver with a serious or subdued expression. The scene may suggest concern or loneliness, but there is no clear visible evidence of harm, caregiving, unfairness, or another specific moral issue.",success,,2218,129,2347,13.099,2026-08-18T13:54:55.290448+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":88,""brief_reason"":""A man sits alone on a couch holding a telephone receiver with a serious or subdued expression. The scene may suggest concern or loneliness, but there is no clear visible evidence of harm, caregiving, unfairness, or another specific moral issue.""}"
33-4,33-4.jpg,images/33-4.jpg,gpt-5.6,v2,Care,62,"The visibly somber people in what appears to be a clinical waiting area—especially the woman clasping prayer beads and the tense man beside her—suggest emotional vulnerability and concern for well-being. No helping action or specific cause of distress is visible, so the moral meaning is uncertain; Harm is less appropriate because no injury, violence, or direct suffering is clearly shown.",success,,2218,179,2397,7.607,2026-08-18T13:55:03.404279+00:00,"{""label"":""Care"",""confidence"":62,""brief_reason"":""The visibly somber people in what appears to be a clinical waiting area—especially the woman clasping prayer beads and the tense man beside her—suggest emotional vulnerability and concern for well-being. No helping action or specific cause of distress is visible, so the moral meaning is uncertain; Harm is less appropriate because no injury, violence, or direct suffering is clearly shown.""}"
34-1,34-1.jpg,images/34-1.jpg,gpt-5.6,v2,Degradation,68,"A lone person is enclosed behind reinforced glass and subjected to intensive camera surveillance under a “NO CONTACT” observation protocol, visually suggesting objectification and loss of dignity. The meaning is somewhat ambiguous because the setting could be a legitimate safety or quality-control procedure, and no overt distress or abuse is visible; Respect / Authority is plausible but less central than the dehumanizing presentation.",success,,2218,354,2572,11.551,2026-08-18T13:55:15.464267+00:00,"{""label"":""Degradation"",""confidence"":68,""brief_reason"":""A lone person is enclosed behind reinforced glass and subjected to intensive camera surveillance under a “NO CONTACT” observation protocol, visually suggesting objectification and loss of dignity. The meaning is somewhat ambiguous because the setting could be a legitimate safety or quality-control procedure, and no overt distress or abuse is visible; Respect / Authority is plausible but less central than the dehumanizing presentation.""}"
34-2,34-2.jpg,images/34-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows a person working on an electronic circuit board at a repair bench. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority conflict, or another moral concern; the security camera and timer appear incidental to the workspace.",success,,2218,138,2356,22.512,2026-08-18T13:55:38.484656+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows a person working on an electronic circuit board at a repair bench. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority conflict, or another moral concern; the security camera and timer appear incidental to the workspace.""}"
