model_key,condition,image_id,human_n_responses,n_expected_repeats,n_successful_repeats,complete,repeat_labels,label_counts,modal_label,modal_count,modal_tied_labels,expected_human_endorsement,modal_label_human_support,modal_label_plurality_match,stability,pairwise_label_agreement,mean_confidence,mixed_none_removed_expected_endorsement,mixed_none_removed_modal_support,mixed_none_removed_plurality_match,actual_models
qwen36,p0,5-1,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.5,0.5,True,1.0,1.0,95.0,0.5,0.5,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,3-1,22,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.181818,0.181818,False,1.0,1.0,95.0,0.181818,0.181818,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,o-2,14,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.357143,0.357143,False,1.0,1.0,95.0,0.357143,0.357143,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,g-2,22,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.545455,0.545455,True,1.0,1.0,95.0,0.545455,0.545455,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,2-1,19,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.368421,0.368421,True,1.0,1.0,85.0,0.368421,0.368421,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,25-2,15,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.466667,0.466667,True,1.0,1.0,95.0,0.466667,0.466667,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,34-4,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.333333,0.333333,True,1.0,1.0,85.0,0.333333,0.333333,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,o-1,16,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.0,0.0,False,1.0,1.0,95.0,0.0,0.0,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,16-2,20,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.65,0.65,True,1.0,1.0,95.0,0.65,0.65,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p0,35-3,18,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.111111,0.111111,False,1.0,1.0,95.0,0.111111,0.111111,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,1-1,20,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.8,0.8,True,1.0,1.0,95.0,0.8,0.8,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,9-2,12,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.416667,0.416667,True,1.0,1.0,75.0,0.416667,0.416667,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,7-2,14,3,3,True,"[""Respect / Authority"", ""Respect / Authority"", ""Respect / Authority""]","{""Respect / Authority"": 3}",Respect / Authority,3,"[""Respect / Authority""]",0.571429,0.571429,True,1.0,1.0,95.0,0.571429,0.571429,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,37-3,16,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.3125,0.3125,True,1.0,1.0,85.0,0.3125,0.3125,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,15-3,16,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.3125,0.3125,False,1.0,1.0,85.0,0.3125,0.3125,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,g-1,20,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.4,0.4,True,1.0,1.0,85.0,0.4,0.4,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,5-1,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.5,0.5,True,1.0,1.0,95.0,0.5,0.5,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,3-1,22,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.181818,0.181818,False,1.0,1.0,95.0,0.181818,0.181818,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,o-2,14,3,3,True,"[""Fairness"", ""Fairness"", ""None of these / Not clearly moral in nature""]","{""Fairness"": 2, ""None of these / Not clearly moral in nature"": 1}",Fairness,2,"[""Fairness""]",0.452381,0.5,True,0.666666667,0.333333333,88.333333333,0.452381,0.5,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,g-2,22,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.545455,0.545455,True,1.0,1.0,95.0,0.545455,0.545455,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,2-1,19,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.368421,0.368421,True,1.0,1.0,85.0,0.368421,0.368421,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,25-2,15,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.466667,0.466667,True,1.0,1.0,85.0,0.466667,0.466667,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,34-4,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.333333,0.333333,True,1.0,1.0,85.0,0.333333,0.333333,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,o-1,16,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.0,0.0,False,1.0,1.0,93.333333333,0.0,0.0,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,16-2,20,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.65,0.65,True,1.0,1.0,95.0,0.65,0.65,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p1,35-3,18,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.111111,0.111111,False,1.0,1.0,95.0,0.111111,0.111111,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,1-1,20,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.8,0.8,True,1.0,1.0,95.0,0.8,0.8,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,9-2,12,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.416667,0.416667,True,1.0,1.0,75.0,0.416667,0.416667,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,7-2,14,3,3,True,"[""Respect / Authority"", ""Respect / Authority"", ""Respect / Authority""]","{""Respect / Authority"": 3}",Respect / Authority,3,"[""Respect / Authority""]",0.571429,0.571429,True,1.0,1.0,91.666666667,0.571429,0.571429,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,37-3,16,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.3125,0.3125,True,1.0,1.0,85.0,0.3125,0.3125,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,15-3,16,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.3125,0.3125,False,1.0,1.0,85.0,0.3125,0.3125,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,g-1,20,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.4,0.4,True,1.0,1.0,85.0,0.4,0.4,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,5-1,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.5,0.5,True,1.0,1.0,95.0,0.5,0.5,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,3-1,22,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.181818,0.181818,False,1.0,1.0,95.0,0.181818,0.181818,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,o-2,14,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.357143,0.357143,False,1.0,1.0,95.0,0.357143,0.357143,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,g-2,22,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.545455,0.545455,True,1.0,1.0,95.0,0.545455,0.545455,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,2-1,19,3,3,True,"[""Care"", ""Care"", ""Care""]","{""Care"": 3}",Care,3,"[""Care""]",0.368421,0.368421,True,1.0,1.0,85.0,0.368421,0.368421,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,25-2,15,3,3,True,"[""Fairness"", ""Fairness"", ""Fairness""]","{""Fairness"": 3}",Fairness,3,"[""Fairness""]",0.466667,0.466667,True,1.0,1.0,85.0,0.466667,0.466667,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,34-4,18,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.333333,0.333333,True,1.0,1.0,85.0,0.333333,0.333333,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,o-1,16,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.0,0.0,False,1.0,1.0,95.0,0.0,0.0,False,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,16-2,20,3,3,True,"[""Harm"", ""Harm"", ""Harm""]","{""Harm"": 3}",Harm,3,"[""Harm""]",0.65,0.65,True,1.0,1.0,95.0,0.65,0.65,True,"[""qwen3.6-flash-2026-04-16""]"
qwen36,p2,35-3,18,3,3,True,"[""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature"", ""None of these / Not clearly moral in nature""]","{""None of these / Not clearly moral in nature"": 3}",None of these / Not clearly moral in nature,3,"[""None of these / Not clearly moral in nature""]",0.111111,0.111111,False,1.0,1.0,95.0,0.111111,0.111111,False,"[""qwen3.6-flash-2026-04-16""]"
